 ,,,,
,,,,
Sur1,,,,
eV,Point 1,Point 2,Point 3,Point 4
115.5,539150,404200,724050,703700
116,541750,404800,737800,711800
116.5,535650,398650,741700,710950
117,539050,400700,737400,704300
117.5,540650,401100,744200,707100
118,537800,405150,749950,709550
118.5,535350,396500,745600,712600
119,532850,396200,744200,710350
119.5,530350,398400,742900,708650
120,532250,402950,737500,705350
120.5,545500,401800,738300,710550
121,536100,406700,742350,713600
121.5,536750,407400,743300,724700
122,543650,414900,754950,724000
122.5,542100,413550,750150,721150
123,547550,406100,750900,722100
123.5,547350,409050,752700,719300
124,550350,404050,751800,720150
124.5,550900,410550,757300,733700
125,549450,410450,762500,728700
125.5,554000,402150,762400,728500
126,551750,402050,757000,720500
126.5,550950,403750,759900,721950
127,562950,403850,761650,725100
127.5,556150,406900,761550,724800
128,548600,411500,758750,722650
128.5,551800,411400,763350,727850
129,562950,409950,767200,732850
129.5,558950,410400,767100,729400
130,566150,404250,762750,726750
130.5,562900,399250,766750,727650
131,559300,406750,768100,734050
131.5,563300,412200,759300,733800
132,553400,418050,766650,732700
132.5,563650,422350,776350,741800
133,562400,412950,781900,738850
133.5,563800,410800,778250,738850
134,567300,419900,775600,727250
134.5,569050,419100,775250,736050
135,568000,417400,777750,736300
135.5,567350,408700,775750,739250
136,566650,416650,778600,736650
136.5,564350,408250,777450,739850
137,576100,408150,776200,746800
137.5,570200,413150,788750,751650
138,574700,416150,781850,747450
138.5,573850,417750,784050,751150
139,570600,417450,784100,763450
139.5,559600,418650,783450,758800
140,558950,419300,787050,748750
140.5,564950,410150,782300,754250
141,569600,413600,778550,747050
141.5,563700,418000,785800,748700
142,561350,414150,790050,762050
142.5,559650,416750,789600,754350
143,568600,416350,789400,747750
143.5,573100,414650,791700,748750
144,573200,417400,786200,750100
144.5,581000,422950,788700,749750
145,591350,427800,789250,755450
145.5,593350,428300,794650,760550
146,606800,431650,792800,761800
146.5,607800,425750,813050,775650
147,622150,436450,823050,789850
147.5,632250,443550,835300,809350
148,637400,446000,853450,818550
148.5,646650,443900,864600,831600
149,649800,441100,873350,833900
149.5,637400,438050,862650,845400
150,628650,438850,873900,838600
150.5,622950,431900,865450,828300
151,612800,427150,852250,818550
151.5,602700,424000,843650,811600
152,598050,418600,835650,800900
152.5,584500,417400,824600,791800
153,578550,415950,815400,775800
153.5,571400,410050,801900,761300
154,559950,409400,793200,758900
154.5,548500,409250,780700,757350
155,540000,412650,785050,744700
155.5,529600,417450,779600,724600
156,519850,406800,769950,723350
156.5,530100,401500,762550,720500
157,539550,405900,760050,723750
157.5,538600,402150,760150,726550
158,539600,405650,764600,719450
158.5,533500,408550,762250,715800
159,534550,406300,757250,720650
159.5,533450,403450,756750,720800
160,533650,411050,751950,719600
160.5,537600,412400,751100,721800
161,530900,406050,756300,726750
161.5,534000,406950,761950,722200
162,539500,408400,759250,721400
162.5,535300,410650,757050,722100
163,532500,411300,762750,719950
163.5,531050,407700,764350,719500
164,534800,418450,775650,713100
164.5,542500,411950,758050,713050
165,538850,412250,761100,714450
165.5,537600,409800,748700,715000
166,542450,398550,758000,721400
166.5,540900,400700,765200,719450
167,542300,410300,761400,728600
167.5,544400,405200,758450,725700
168,537550,403900,757150,708700
168.5,536350,410200,752850,719600
169,546000,408450,758450,733150
169.5,544300,400500,765600,726400
170,548700,404850,765150,713850
170.5,546050,404750,763800,718650
171,541350,407200,765050,727250
171.5,539200,414200,768600,726250
172,542400,412950,767850,728450
172.5,544250,410300,771450,725300
173,544050,410650,771650,731200
173.5,537100,409450,771600,731750
174,537400,406950,774850,729600
174.5,536650,409300,777950,727950
175,531450,415650,773350,730500
175.5,536400,411500,774250,730600
176,538800,408950,785650,735100
176.5,543200,412100,787450,730450
177,533050,413400,780350,728300
177.5,538800,415550,782650,734800
178,541700,420550,774850,734700
178.5,538400,422200,776850,730500
179,545500,413100,782250,732600
179.5,548200,412400,779400,737750
180,547600,412200,775000,739650
180.5,538750,409950,766750,744000
181,535500,410200,772800,735950
181.5,548350,415650,773350,735550
182,545600,413650,776500,728500
182.5,543450,414300,768950,733350
183,552000,420100,773550,733450
183.5,551750,418350,775200,734650
184,550700,413050,770450,732450
184.5,550100,411550,783850,738750
185,545300,412350,777950,727000
185.5,540100,411800,774150,726950
186,538300,411350,779150,739150
186.5,547750,411600,775250,737050
187,545650,411200,773300,730250
187.5,545800,420750,774400,736600
188,546750,409250,770700,743450
188.5,537800,411600,771050,739400
189,542950,411200,775100,737100
189.5,555850,418800,773000,749200
190,554000,419350,777350,742350
190.5,553450,418950,772650,741500
191,550750,424200,775900,741900
191.5,549200,419050,778950,732650
192,545350,410750,786900,737150
192.5,552650,417350,779100,741800
193,550600,418350,778450,738950
193.5,548850,426900,777800,736800
194,543900,418800,780450,741200
194.5,553600,414150,784100,740250
195,550250,412300,785800,739700
195.5,549700,417000,781650,733700
196,560000,421150,782100,740800
196.5,556600,415700,796500,744750
197,554150,411950,791900,746900
197.5,553650,420850,785750,744700
198,556100,428200,790150,745550
198.5,554200,417200,786850,740250
199,557800,421750,779450,738700
199.5,558400,419700,777100,735650
200,560350,414750,787100,742700
200.5,552300,418400,786650,737350
201,550650,417700,781250,738950
201.5,545700,416700,783400,741700
202,561900,417200,784150,748250
202.5,567450,413850,785000,743400
203,566800,420950,790950,747150
203.5,567400,427900,788050,748050
204,565150,422500,784000,750200
204.5,570250,421700,791850,755950
205,569600,419600,780450,739550
205.5,570150,419050,784550,749700
206,562800,413750,783500,750600
206.5,561500,422050,786350,755700
207,562550,427300,787800,753600
207.5,561550,429950,782550,746000
208,565450,418250,789700,756500
208.5,566550,429150,796650,757950
209,566250,424550,796300,755650
209.5,568300,425700,784600,762800
210,559350,420150,792350,752800
210.5,562600,423200,791300,750900
211,565200,419150,794250,756450
211.5,563900,422850,790600,749000
212,564650,421550,787150,753550
212.5,578450,421700,780450,761650
213,574300,427600,788800,758700
213.5,573700,424850,792500,764100
214,575450,418700,794150,762800
214.5,571750,423600,794050,763300
215,576050,424000,800550,758400
215.5,581300,415650,800200,757750
216,575750,419950,810550,752250
216.5,574200,425200,803400,750050
217,570250,420050,799600,760550
217.5,571450,421200,792700,754650
218,578650,418000,806450,750300
218.5,573700,423250,805050,751100
219,571900,423800,805100,757400
219.5,578100,430750,801100,756800
220,580200,431900,809350,758750
220.5,573200,428450,805150,760500
221,574700,426900,803550,765200
221.5,577800,425300,796250,763350
222,578250,422300,795200,763700
222.5,572750,415350,795850,758000
223,572850,417850,791450,768150
223.5,572950,420400,797700,757350
224,579900,426550,797300,758650
224.5,581100,424500,802050,767650
225,578550,417050,804050,766100
225.5,579600,421300,805500,758200
226,587250,423200,803500,766750
226.5,592250,425800,797150,773500
227,583950,428450,799150,765650
227.5,581900,430350,804100,759250
228,582350,436300,800500,760650
228.5,582000,433750,806300,755400
229,586250,434550,807200,758650
229.5,583750,429600,814500,765000
230,586700,429500,807600,769050
230.5,590400,426300,806650,766100
231,596750,427200,801900,761500
231.5,593800,423200,808000,772900
232,587750,424850,810950,786050
232.5,587000,426050,807100,775450
233,588600,426300,811050,770850
233.5,588900,428750,811200,764200
234,591050,426550,808150,768550
234.5,592300,428050,802950,768150
235,590850,428300,803350,773500
235.5,590000,432300,813450,761200
236,595650,429450,810800,754700
236.5,598700,428650,811800,761150
237,598850,434800,806600,769650
237.5,592700,435250,816250,774350
238,586950,430200,815400,773300
238.5,589850,431650,812750,774800
239,599600,427350,805300,776650
239.5,594200,426900,806700,781000
240,591700,430900,820450,782400
240.5,593400,432500,814700,778450
241,597500,429900,808700,776750
241.5,597800,427850,814450,771550
242,600400,428250,822750,779500
242.5,599150,429900,819150,777900
243,601500,430400,812050,779650
243.5,600150,427950,811900,790700
244,602500,431900,820450,779700
244.5,600200,430450,818950,774650
245,606850,434250,823750,779250
245.5,600750,430300,818500,777350
246,598900,429400,817500,783650
246.5,603050,426200,821500,776200
247,600200,435100,817050,770450
247.5,600850,424500,820950,780700
248,602000,424300,816500,790850
248.5,606750,427000,816600,789850
249,605000,425900,819500,792750
249.5,607400,422200,815450,790500
250,608000,423750,809100,787150
250.5,606200,424650,811600,780200
251,600950,429350,822500,789850
251.5,598250,424400,814050,787550
252,601900,420900,815850,783400
252.5,603750,425550,817450,792100
253,608750,432750,823200,792650
253.5,605100,428100,818150,794150
254,605300,423650,813600,786850
254.5,601050,427100,819550,790050
255,607200,423800,816900,796300
255.5,607800,428900,829800,798150
256,610400,433000,824600,792400
256.5,606300,430050,821050,793900
257,602300,427700,820250,787900
257.5,604100,429800,822550,788700
258,615700,425900,819050,793600
258.5,613700,426900,821400,789400
259,604100,425750,827650,785300
259.5,605550,433200,834750,791900
260,611350,430950,833700,797700
260.5,610500,427150,831700,795800
261,613150,434500,830750,792050
261.5,610000,435050,828050,793050
262,617350,439000,829850,796700
262.5,610450,434400,838900,794300
263,614700,431550,834850,792400
263.5,608750,435100,832750,799550
264,610450,430100,835300,789500
264.5,617950,431650,836000,798850
265,612150,434600,836050,795550
265.5,607800,432300,835750,788100
266,606350,429850,837150,793400
266.5,605000,430950,835700,800050
267,610950,428900,841250,799050
267.5,612700,431700,834300,793750
268,612100,433150,834850,804250
268.5,612100,432300,834400,798250
269,613100,427300,830650,795500
269.5,616500,421200,829050,786500
270,614500,426900,832050,791300
270.5,609650,427450,833200,789700
271,620200,430950,830700,800750
271.5,614850,436150,835300,798900
272,625750,434250,840200,801450
272.5,619200,437100,840750,800950
273,625850,436350,835000,798950
273.5,621600,437100,831800,799550
274,620250,435600,835850,796450
274.5,623550,434900,831250,792600
275,623000,432800,832100,797200
275.5,619650,432650,833050,793950
276,620300,433800,831200,797800
276.5,616650,438800,826000,794850
277,621350,436450,829100,795250
277.5,623700,438400,830450,795650
278,619350,441950,829500,791100
278.5,619000,445050,837050,797700
279,617650,446500,843500,794100
279.5,610800,442100,833450,792600
280,618750,446050,829850,783450
280.5,621200,443800,836650,791450
281,623150,445650,829900,798500
281.5,627900,446200,834100,800000
282,623900,443350,835550,790550
282.5,615400,445600,837200,789200
283,614350,443050,831950,792950
283.5,621500,446100,833250,790750
284,618500,447250,839550,801550
284.5,622550,446350,847400,795150
285,619050,439600,833950,800350
285.5,613100,443550,829050,803550
286,619350,450050,836850,796900
286.5,620450,447900,837600,790500
287,622900,443250,835850,801300
287.5,616900,456750,836050,804750
288,621850,451200,835850,798800
288.5,617550,453400,838850,795050
289,621000,449500,829300,804450
289.5,618750,450000,840800,805550
290,620500,457100,836750,804850
290.5,624850,451900,835850,798650
291,620800,456050,834600,797100
291.5,618650,457150,840750,800550
292,624000,450150,850000,799750
292.5,628150,446950,845150,806350
293,628050,452250,842650,799700
293.5,627400,444450,836900,801950
294,632300,453000,850100,801050
294.5,627700,460800,840250,804600
295,623500,455800,841250,804450
295.5,624250,456650,837400,810100
296,625150,460600,838800,811150
296.5,631400,459150,838450,810750
297,626200,461050,836750,809750
297.5,629050,457800,844550,810200
298,626100,462200,845600,817900
298.5,625950,462450,841550,809950
299,627050,466500,840100,804800
299.5,619750,463400,830500,804950
300,625250,471800,838850,810200
300.5,624950,463700,836400,808650
301,623500,459750,841950,804450
301.5,629450,464750,844750,812300
302,636700,462500,844450,812750
302.5,638300,458900,837700,818800
303,634750,454000,833400,808300
303.5,639850,457150,833650,810100
304,641750,459500,840500,807050
304.5,635700,460000,837200,807750
305,633650,466100,836500,805450
305.5,628700,465500,839050,798100
306,632100,466900,842800,806200
306.5,634200,459500,842250,814600
307,636900,463050,842050,814350
307.5,633700,463400,855400,811150
308,630900,464950,845900,800200
308.5,626650,462850,856300,811150
309,634900,463350,847800,808350
309.5,626700,460800,847900,810900
310,635850,469200,843750,814700
310.5,627300,464650,850600,815700
311,636100,463200,846200,817050
311.5,642450,466800,840400,811500
312,639000,460300,843100,809800
312.5,640500,463250,834700,811500
313,634700,464750,852800,814900
313.5,638250,464100,844300,816500
314,637000,461350,848750,813150
314.5,635100,459550,848200,811700
315,640050,465650,852100,805850
315.5,647200,467550,854700,808850
316,640650,463550,845700,815450
316.5,645800,460300,850650,815300
317,636800,458050,852300,824450
317.5,639150,460750,843350,826200
318,630950,464550,853400,820900
318.5,635300,461150,856950,819550
319,635600,456550,848200,823000
319.5,643350,452300,848700,821400
320,642250,451900,851550,817750
320.5,643400,453900,853800,814950
321,642150,451850,859300,821300
321.5,648100,452300,853950,825650
322,641100,451450,854250,820950
322.5,646700,457300,858600,818350
323,647600,451700,857200,821750
323.5,639200,457000,855000,812450
324,635300,450200,856700,813000
324.5,636300,455750,857950,821250
325,643500,455850,851350,823500
325.5,649550,454550,845700,824200
326,645550,459700,851750,825350
326.5,648750,451350,851550,820250
327,650250,454500,860550,823650
327.5,640700,457100,859300,821450
328,645700,448900,850350,827600
328.5,648450,453900,857150,822150
329,649300,455900,858350,817000
329.5,650300,453100,854800,812800
330,652250,458250,854400,819900
330.5,647700,452200,850500,820900
331,654000,449100,840950,821850
331.5,657600,452200,856750,823350
332,649650,459200,857800,828150
332.5,645400,454400,860500,827800
333,650200,453050,853350,824800
333.5,650800,448450,868200,831300
334,652200,449700,859400,826000
334.5,649300,445850,875150,826800
335,649200,438850,856550,826100
335.5,650450,445950,870100,834850
336,646000,447100,860900,831250
336.5,655400,450700,865150,837050
337,647300,439600,858250,829650
337.5,648600,444950,861850,835750
338,652550,436900,871850,834800
338.5,657750,440400,879650,831500
339,651900,438200,861900,831750
339.5,659950,441950,868850,834750
340,654000,442650,857850,835200
340.5,654600,440600,857700,830000
341,652300,440950,863750,834050
341.5,658800,444550,867800,835050
342,651750,444950,873000,841150
342.5,657800,449050,871000,845150
343,655550,444500,874550,833450
343.5,656700,443750,866050,834850
344,655500,445700,863200,831500
344.5,656650,446850,862450,833500
345,662100,442200,858800,834050
345.5,664450,442400,861150,832500
346,658400,443650,867950,830200
346.5,658000,449450,869000,836450
347,646000,449500,870000,840200
347.5,651500,447100,874200,835200
348,654200,448000,868800,837500
348.5,665200,455900,865500,840400
349,658200,454050,861800,834450
349.5,654750,452900,854700,835800
350,652200,453650,862050,836750
350.5,661600,449500,862750,837550
351,658650,455650,873550,846500
351.5,657300,457400,864350,841800
352,656300,450300,863900,845350
352.5,660250,446650,870850,842150
353,661300,449700,865050,840750
353.5,664000,450000,876050,840100
354,665850,453100,876050,843950
354.5,673750,455150,880400,849000
355,671400,458200,875500,849450
355.5,677000,454900,880300,836950
356,677250,454250,875900,852600
356.5,682750,454700,880800,848350
357,680650,455650,884800,853700
357.5,686000,447650,883000,847350
358,679850,449400,890450,845050
358.5,675850,450250,881300,841900
359,677150,447050,884250,841400
359.5,673850,454950,879800,845150
360,678000,464950,876200,840850
360.5,678450,459900,876400,852900
361,681900,453800,884050,848850
361.5,680400,457900,882950,849350
362,680100,457850,885400,853050
362.5,686650,454200,881850,849250
363,686550,454800,879800,855200
363.5,685300,447400,887600,857150
364,685750,456400,881950,850900
364.5,684250,451600,890450,863100
365,680300,459850,887950,851250
365.5,682700,460100,888050,863300
366,685400,460750,886200,848400
366.5,675250,458850,880600,852550
367,677650,454650,884250,848300
367.5,679200,460550,881800,852550
368,676850,456850,886350,859400
368.5,675150,459300,892150,864900
369,683300,459850,889950,860800
369.5,684250,458950,883850,858500
370,678350,460400,886550,854050
370.5,678700,459000,885100,858600
371,672300,461200,881200,854000
371.5,674750,458450,881700,852550
372,680650,462250,881000,852650
372.5,680950,460150,880850,854050
373,682850,466150,874650,858500
373.5,684950,458550,886300,853700
374,683700,458700,896050,853150
374.5,681100,458600,891000,854200
375,675600,463300,896500,859250
375.5,687500,464250,888200,857300
376,682050,463350,897500,857750
376.5,684600,461400,891800,861700
377,691750,468750,890800,853700
377.5,692400,467500,891150,866300
378,689650,471250,894900,865550
378.5,692850,463400,893450,861150
379,690650,463350,889050,866300
379.5,687900,461950,888250,867200
380,690500,464950,892200,867150
380.5,683600,463500,898800,863350
381,693900,468550,895550,866050
381.5,693050,464750,895200,861950
382,686500,467850,903750,867400
382.5,698850,466500,890100,867000
383,688900,465850,899350,867350
383.5,694350,470200,895550,868850
384,692050,468850,892600,860800
384.5,687800,474950,891750,863300
385,692500,471500,896000,876700
385.5,698850,473050,893700,873000
386,702250,476400,899450,865550
386.5,697850,458900,902750,869700
387,693900,471150,897750,862300
387.5,700200,466350,900700,872850
388,695550,464350,895200,871250
388.5,689800,469800,896600,881100
389,698750,462000,887850,875600
389.5,695400,467550,904350,868150
390,701200,457600,891650,868200
390.5,697700,467600,900350,875450
391,708250,466700,898550,875150
391.5,703500,471350,898550,861300
392,704850,469450,905750,868850
392.5,697100,469100,904400,867450
393,698300,471350,908300,865400
393.5,701350,471600,911150,861800
394,689650,469200,901000,877100
394.5,692650,463850,903900,876150
395,689800,462550,902600,878200
395.5,697550,463050,900950,871200
396,704650,466350,899300,868600
396.5,702150,473350,900200,871450
397,708850,470950,911600,868950
397.5,707500,470600,905600,869150
398,698900,471800,907450,876650
398.5,698500,473100,912650,873950
399,697850,474050,909400,882100
399.5,701500,469550,905100,884300
400,702350,470450,896950,882750
400.5,702700,473100,902100,878450
401,704400,474150,909150,872600
401.5,717300,478150,900550,873050
402,712450,476850,916500,875700
402.5,711500,484300,907500,878550
403,703000,481250,903650,877300
403.5,718850,476700,907150,878950
404,711500,479950,912650,879100
404.5,718200,472800,918700,880200
405,709900,477350,918700,884200
405.5,710400,479100,929850,875000
406,719550,479400,917300,884500
406.5,718100,477350,925600,875650
407,704150,475000,922400,887400
407.5,711900,479800,912900,867600
408,705950,470000,918400,878450
408.5,716700,475150,912300,890400
409,712250,473550,920800,895650
409.5,706950,478000,918250,884750
410,723050,479450,916750,888500
410.5,714200,475950,918800,886300
411,711350,475250,925900,879650
411.5,708750,482100,921850,886200
412,710550,484950,929700,885250
412.5,703850,479700,932150,891150
413,723700,483250,923150,889650
413.5,710050,487900,921300,889400
414,707800,489950,929650,884950
414.5,722150,483800,919400,880100
415,717700,483000,919850,882350
415.5,723450,482650,915200,886900
416,725300,480350,919950,897100
416.5,721300,482800,923800,884850
417,722400,481350,927050,889650
417.5,722250,486050,934550,893550
418,718200,483000,923550,890600
418.5,715600,487200,924800,894050
419,714750,488400,928800,906200
419.5,720950,491450,926300,895900
420,720150,500150,936350,905000
420.5,721050,487200,929850,895750
421,720050,485500,931850,900250
421.5,727900,487300,929550,892100
422,721000,483600,917200,898450
422.5,724800,484900,925050,883800
423,714900,492300,925500,897250
423.5,713500,493850,919900,893450
424,719650,484700,922650,892800
424.5,717800,483000,916550,898800
425,723950,481150,935100,902950
425.5,722400,481950,932250,900300
426,724500,489000,928300,900600
426.5,728550,487700,936300,914550
427,722950,484250,935000,902900
427.5,726850,483750,927400,894100
428,731050,486700,936100,896600
428.5,729150,484650,936650,899400
429,729600,491200,945400,894850
429.5,722950,489550,939350,894850
430,723150,487550,939100,901650
430.5,719600,487250,936450,903850
431,720500,488050,936250,909400
431.5,722850,487500,941600,906300
432,726150,482950,939200,911300
432.5,726750,496700,938750,905050
433,734050,492050,940250,899400
433.5,730750,487150,938800,908550
434,732250,483850,945950,903800
434.5,735200,488250,939000,903850
435,735100,485600,942950,900450
435.5,731800,492050,940150,899650
436,737800,488300,946250,914950
436.5,736250,502200,942250,911600
437,735100,491500,942600,912950
437.5,733000,500700,936200,921300
438,745900,494000,950200,919650
438.5,740800,492150,944950,912500
439,735600,494900,940150,916950
439.5,732600,492600,942300,907250
440,731300,493850,949350,904900
440.5,733900,497250,943300,916150
441,730800,494150,941250,911600
441.5,733850,497600,936250,920600
442,734700,504150,960100,915900
442.5,734350,503850,951000,913700
443,741500,507400,956000,917000
443.5,739300,500350,964600,914800
444,740950,507700,962900,917600
444.5,741200,496150,969000,924950
445,743550,495850,950950,925700
445.5,747850,496100,958450,913150
446,749150,504250,951150,921000
446.5,747250,503850,949400,918200
447,751350,508250,957900,918800
447.5,755200,508900,944700,922050
448,751550,504550,946950,921500
448.5,738900,502700,949100,914300
449,751250,503900,957250,927300
449.5,756950,497950,963100,918400
450,747050,495300,959500,930100
450.5,744450,497350,958600,917500
451,752100,493250,954250,924800
451.5,750300,496800,961600,928900
452,751300,503200,959800,924800
452.5,753050,497250,965250,928600
453,748000,503650,971500,934400
453.5,754550,504400,969750,934100
454,749750,508100,974900,925850
454.5,750450,513750,959700,930900
455,748150,506450,963950,929200
455.5,753600,509500,960300,938600
456,749100,503850,966450,931300
456.5,755500,510350,964300,931700
457,757300,503850,973950,930250
457.5,753000,506550,968550,938300
458,759150,505950,962350,939100
458.5,759750,507400,972200,937300
459,750850,508450,961100,928400
459.5,751000,511350,967400,933300
460,760800,508100,974600,936100
460.5,767450,511950,971650,939550
461,767500,507950,961250,943400
461.5,765550,514900,976350,930850
462,766800,508300,980400,949850
462.5,763900,513350,975350,933000
463,757850,509900,973350,942500
463.5,760700,511700,974800,942100
464,770000,520000,983250,938850
464.5,770100,512000,976700,944550
465,768950,512800,974900,942600
465.5,777000,514250,976750,955450
466,780650,510650,978000,956000
466.5,767050,516100,975950,954400
467,775100,518750,975300,960950
467.5,771050,521150,984600,960100
468,766900,517300,985400,955900
468.5,781200,514550,987000,946500
469,776600,521150,991100,954550
469.5,769850,522200,994150,953250
470,772900,520900,990950,950750
470.5,777650,516250,991950,961200
471,772300,519250,996200,959900
471.5,770950,516450,994200,958950
472,774050,512350,996500,964200
472.5,778450,517850,993150,963650
473,781350,518150,998150,961850
473.5,773300,521450,993100,964650
474,782400,525900,990400,956700
474.5,784600,515850,997450,967250
475,779500,522500,1006700,968700
475.5,790900,522200,1005450,968850
476,782650,515650,1011550,974350
476.5,782300,525400,1000300,976800
477,790900,526850,1006450,968200
477.5,783850,527400,1010100,968500
478,780000,530050,1006950,965150
478.5,783200,519800,1007450,966250
479,789900,527000,1008050,967750
479.5,777850,530250,1004150,964000
480,782400,530850,1011050,962050
