 
 
Sur1
1
20.0000,1267750.0000,1258750.0000
20.5000,1239600.0000,1213350.0000
21.0000,1223200.0000,1198850.0000
21.5000,1207750.0000,1174350.0000
22.0000,1205350.0000,1180650.0000
22.5000,1181950.0000,1158350.0000
23.0000,1159100.0000,1139000.0000
23.5000,1155900.0000,1126500.0000
24.0000,1139700.0000,1125150.0000
24.5000,1124200.0000,1100900.0000
25.0000,1100150.0000,1090300.0000
25.5000,1092800.0000,1087350.0000
26.0000,1070600.0000,1072200.0000
26.5000,1059750.0000,1046900.0000
27.0000,1052600.0000,1036000.0000
27.5000,1040200.0000,1035150.0000
28.0000,1022600.0000,1018300.0000
28.5000,1007100.0000,1009700.0000
29.0000,995150.0000,997300.0000
29.5000,987150.0000,981350.0000
30.0000,979900.0000,962300.0000
30.5000,968900.0000,951750.0000
31.0000,945000.0000,941800.0000
31.5000,941450.0000,917750.0000
32.0000,937700.0000,904800.0000
32.5000,930000.0000,902650.0000
33.0000,925150.0000,898600.0000
33.5000,916650.0000,886100.0000
34.0000,910350.0000,897500.0000
34.5000,898750.0000,891200.0000
35.0000,903950.0000,877600.0000
35.5000,893650.0000,878900.0000
36.0000,885750.0000,880400.0000
36.5000,883100.0000,873650.0000
37.0000,883700.0000,885950.0000
37.5000,883950.0000,885750.0000
38.0000,867350.0000,889350.0000
38.5000,866800.0000,879450.0000
39.0000,854250.0000,873150.0000
39.5000,861050.0000,859850.0000
40.0000,860200.0000,845550.0000
40.5000,855500.0000,843400.0000
41.0000,842400.0000,844150.0000
41.5000,834850.0000,843300.0000
42.0000,836350.0000,848350.0000
42.5000,825300.0000,851500.0000
43.0000,830400.0000,858700.0000
43.5000,820150.0000,869800.0000
44.0000,832900.0000,867950.0000
44.5000,813550.0000,858600.0000
45.0000,813400.0000,846700.0000
45.5000,819950.0000,829450.0000
46.0000,807550.0000,817700.0000
46.5000,802350.0000,812850.0000
47.0000,792150.0000,780450.0000
47.5000,787100.0000,789500.0000
48.0000,784950.0000,777000.0000
48.5000,784950.0000,769900.0000
49.0000,785800.0000,763350.0000
49.5000,771450.0000,759350.0000
50.0000,780300.0000,760500.0000
50.5000,775650.0000,765900.0000
51.0000,767950.0000,766950.0000
51.5000,767300.0000,755500.0000
52.0000,767100.0000,751000.0000
52.5000,768550.0000,760150.0000
53.0000,762350.0000,746250.0000
53.5000,760350.0000,752450.0000
54.0000,741500.0000,762100.0000
54.5000,749650.0000,753550.0000
55.0000,751250.0000,749400.0000
55.5000,757150.0000,745550.0000
56.0000,749900.0000,747050.0000
56.5000,754850.0000,738550.0000
57.0000,761250.0000,742150.0000
57.5000,761950.0000,756050.0000
58.0000,754750.0000,766300.0000
58.5000,758400.0000,758600.0000
59.0000,757200.0000,755050.0000
59.5000,775350.0000,758500.0000
60.0000,774800.0000,763200.0000
60.5000,776150.0000,757450.0000
61.0000,769350.0000,765300.0000
61.5000,765650.0000,757650.0000
62.0000,764650.0000,747800.0000
62.5000,755350.0000,758100.0000
63.0000,751100.0000,744800.0000
63.5000,747600.0000,737650.0000
64.0000,749500.0000,728350.0000
