 ,Area,Mean,Min,Max
1,78,255,255,255
2,34,255,255,255
3,168,255,255,255
4,66,255,255,255
5,37,255,255,255
6,20,255,255,255
7,1,255,255,255
8,4,255,255,255
9,6,255,255,255
10,10,255,255,255
11,3,255,255,255
12,2,255,255,255
13,10,255,255,255
14,139,255,255,255
15,86,255,255,255
16,5,255,255,255
17,21,255,255,255
18,58,255,255,255
19,14,255,255,255
20,19,255,255,255
21,5,255,255,255
22,17,255,255,255
23,24,255,255,255
24,15,255,255,255
25,50,255,255,255
26,3,255,255,255
27,34,255,255,255
